-24.00	-2.171430577320770894e+01	4.999999999999999289e+01
-23.00	-2.199386172752148028e+01	5.001038062248385074e+01
-22.00	-2.235716320250606870e+01	4.997960478186306688e+01
-21.00	-2.276560109393430054e+01	5.002709538908982267e+01
-20.00	-2.303439525291087975e+01	4.968460166260898347e+01
-19.00	-2.397313469134278918e+01	5.085927649582774279e+01
-18.00	-2.388266929576925079e+01	4.954655930156015842e+01
-17.00	-2.532776459575417149e+01	5.178109872910952305e+01
-16.98	-2.539650080473589000e+01	5.190794601949610154e+01
-16.96	-2.541673594818016113e+01	5.193882243593328241e+01
-16.94	-2.546548207066188141e+01	5.202679608742222683e+01
-16.92	-2.548226480533763905e+01	5.205304456525531265e+01
-16.90	-2.551987811824684016e+01	5.212602033140083080e+01
-16.88	-2.553461411190806984e+01	5.215588701551295259e+01
-16.86	-2.554530803448491127e+01	5.218100684315064086e+01
-16.84	-2.557990545385273862e+01	5.225771983132303689e+01
-16.82	-2.559080590710875924e+01	5.228818012625429645e+01
-16.80	-2.566924467727523052e+01	5.245824723328419026e+01
-16.78	-2.568916030599798006e+01	5.250941020372079748e+01
-16.76	-2.569237183517045153e+01	5.252636527257227783e+01
-16.74	-2.569781783323395175e+01	5.254698047498293789e+01
-16.72	-2.569991761318022938e+01	5.255893847067920888e+01
-16.70	-2.569815375477023878e+01	5.256059976819958734e+01
-16.68	-2.570016542093796019e+01	5.256633983084257977e+01
-16.66	-2.570581047087281945e+01	5.257550153966055717e+01
-16.64	-2.569217073278905872e+01	5.254039478073458014e+01
-16.62	-2.569825350528918051e+01	5.254014751979703135e+01
-16.60	-2.565579128332511871e+01	5.243460121988284328e+01
-16.58	-2.543609002705462885e+01	5.196083858813683776e+01
-16.56	-2.542752151420044981e+01	5.191186583462746995e+01
-16.54	-2.534339158922264090e+01	5.170205662750878162e+01
-16.52	-2.534706293355572981e+01	5.166489987346285773e+01
-16.50	-2.534619359866006860e+01	5.161151240272962326e+01
-16.48	-2.526941705725601039e+01	5.139730214660289676e+01
-16.46	-2.527850583804385920e+01	5.135170100435239249e+01
