-24.00	-2.172057715256752886e+01	4.999999999999999289e+01
-23.00	-2.202012322829460089e+01	5.000200868162109202e+01
-22.00	-2.239223819153324868e+01	4.997214122229806321e+01
-21.00	-2.280561366574274018e+01	5.002809721947230059e+01
-20.00	-2.307914682690660158e+01	4.968382089441733740e+01
-19.00	-2.400868132307029157e+01	5.086524762161430857e+01
-18.00	-2.390456756348660150e+01	4.954548817740637645e+01
-17.00	-2.538601467694909886e+01	5.177856330773595772e+01
-16.98	-2.545470782605189086e+01	5.190532078274640071e+01
-16.96	-2.547488436020226032e+01	5.193613296038886773e+01
-16.94	-2.552360780738003854e+01	5.202406528335134794e+01
-16.92	-2.554036288005613997e+01	5.205029500807364684e+01
-16.90	-2.557798623617791023e+01	5.212327398231249731e+01
-16.88	-2.559273113806498046e+01	5.215316423804382140e+01
-16.86	-2.560344582012620052e+01	5.217832497600056030e+01
-16.84	-2.563808955692228153e+01	5.225509193180879208e+01
-16.82	-2.564901876080789123e+01	5.228561241131424708e+01
-16.80	-2.572753263863933881e+01	5.245573632362589933e+01
-16.78	-2.574746300657540132e+01	5.250694289741006315e+01
-16.76	-2.575066260217165137e+01	5.252391945448106725e+01
-16.74	-2.575607994917579902e+01	5.254453173342393768e+01
-16.72	-2.575813723935306143e+01	5.255646199204984015e+01
-16.70	-2.575631894142676970e+01	5.255808090183730741e+01
-16.68	-2.575827282067337975e+01	5.256376775299869308e+01
-16.66	-2.576386015909706018e+01	5.257286963824341086e+01
-16.64	-2.575015342731337853e+01	5.253770451472510672e+01
-16.62	-2.575618280263000059e+01	5.253739549589737834e+01
-16.60	-2.571364094239100950e+01	5.243178922366335826e+01
-16.58	-2.549374190977125920e+01	5.195796561120906176e+01
-16.56	-2.548510863261451931e+01	5.190892927802679679e+01
-16.54	-2.540086771078694028e+01	5.169905342678836746e+01
-16.52	-2.540447406251431062e+01	5.166182546920276764e+01
-16.50	-2.540353559396058003e+01	5.160836032186156075e+01
-16.48	-2.532664538197365900e+01	5.139406718376793037e+01
-16.46	-2.533567286834771082e+01	5.134837817812901761e+01
-16.44	-2.523572990259642168e+01	5.107560826059908976e+01
-16.42	-2.524016080938401885e+01	5.100922795840934754e+01
-16.40	-2.508215356839108878e+01	5.060958066158465840e+01
-16.38	-2.466877853620767169e+01	4.969061199649841853e+01
-16.36	-2.467144581611346155e+01	4.960925615512041986e+01
-16.34	-2.458686044290710981e+01	4.934897862069667696e+01
-16.32	-2.460729984203499043e+01	4.929738303950505696e+01
-16.30	-2.455327457543269887e+01	4.909400510018407715e+01
-16.28	-2.457160639855731077e+01	4.903389712626635344e+01
-16.26	-2.459785998653426020e+01	4.898782072516320341e+01
-16.24	-2.455002246448599124e+01	4.879273216512427069e+01
-16.22	-2.457249362369611134e+01	4.873683081721777199e+01
-16.20	-2.443805853365041969e+01	4.836859419955771244e+01
-16.18	-2.445460642784368943e+01	4.829970863481680254e+01
-16.16	-2.450003189457319053e+01	4.828710870810368050e+01
-16.14	-2.454292302225518085e+01	4.826844271744543136e+01
-16.12	-2.459222412885404907e+01	4.826126639569861254e+01
-16.10	-2.464184956580017882e+01	4.825351750241758708e+01
-16.08	-2.469914271594916855e+01	4.825921752766326733e+01
-16.06	-2.475189709816037009e+01	4.825443389100593805e+01
-16.04	-2.481862865345479108e+01	4.827507915578505049e+01
-16.02	-2.487561050961971176e+01	4.827462867546680769e+01
-16.00	-2.495488862412695141e+01	4.831527979926880079e+01
-15.98	-2.505418131114899083e+01	4.839226153649715911e+01
-15.96	-2.511271630353524031e+01	4.838768812729934865e+01
-15.94	-2.517312350315911118e+01	4.838440259046686265e+01
-15.92	-2.523163342541636922e+01	4.837520749792670927e+01
-15.90	-2.529144678276929881e+01	4.836629319167259666e+01
-15.88	-2.534681781435222092e+01	4.834701095942617144e+01
-15.86	-2.540730004142625020e+01	4.833586030457753679e+01
-15.84	-2.545668586715521897e+01	4.830228708648847658e+01
-15.82	-2.551500164676157922e+01	4.828489874200639775e+01
-15.80	-2.550841627084059127e+01	4.814428103844704054e+01
-15.78	-2.553887317717457961e+01	4.807433158132254647e+01
-15.76	-2.559564854223113173e+01	4.805483090920466083e+01
-15.74	-2.563711894826488091e+01	4.800775443774667650e+01
-15.72	-2.569452288218830915e+01	4.799241347076772257e+01
-15.70	-2.574928266374292107e+01	4.797435521932244740e+01
-15.68	-2.579593927078671101e+01	4.794384308442503340e+01
-15.66	-2.584946317565000840e+01	4.792945755937184771e+01
-15.64	-2.589813149470623088e+01	4.790959559574145743e+01
-15.62	-2.594918060499191981e+01	4.789803208295266046e+01
-15.60	-2.600689291351073962e+01	4.790321297766452346e+01
-15.58	-2.613888392744629030e+01	4.804960194123111705e+01
-15.56	-2.619660728291886898e+01	4.806346383021706714e+01
-15.54	-2.628804225278964068e+01	4.814407262259325648e+01
-15.52	-2.634001158079495042e+01	4.815698456752806322e+01
-15.50	-2.642902417658397951e+01	4.824249460268878664e+01
-15.48	-2.648157715905885112e+01	4.826664452152132867e+01
-15.46	-2.652615318864319960e+01	4.828102885550406143e+01
-15.44	-2.662968760188725170e+01	4.840818209997721766e+01
-15.42	-2.667593083810767851e+01	4.843608597333562216e+01
-15.40	-2.681825318149892823e+01	4.864410087568823826e+01
-15.38	-2.716843732237262898e+01	4.923486114040618844e+01
-15.36	-2.722265167710590106e+01	4.929294979433400670e+01
-15.34	-2.735903609485581001e+01	4.950579928403053742e+01
-15.32	-2.739733102866640024e+01	4.954630360899488295e+01
-15.30	-2.744084497597964045e+01	4.960265051916515233e+01
-15.28	-2.755926807380125965e+01	4.980075677356124686e+01
-15.26	-2.759038723335861931e+01	4.984707484520254184e+01
-15.24	-2.772432531394311894e+01	5.008633500775650305e+01
-15.22	-2.776213139928051987e+01	5.015801039291984864e+01
-15.20	-2.818131160399060064e+01	5.092745107728109133e+01
-15.18	-2.834716977409944860e+01	5.124523680634416678e+01
-15.16	-2.836773770835408115e+01	5.130581633211853898e+01
-15.14	-2.847124551947489124e+01	5.152351573770955895e+01
-15.12	-2.847711302935368138e+01	5.157026515583778092e+01
-15.10	-2.854912654615586831e+01	5.174293398104820341e+01
-15.08	-2.855299479639283078e+01	5.179703229602039727e+01
-15.06	-2.854771967954966172e+01	5.183934744228169222e+01
-15.04	-2.860896819946076874e+01	5.200701468524182758e+01
